Per call time  -  Saturday 12 @ 14:03

  calls      time  function
     26    0.0000  {method 'pop' of 'set' objects}
      1    0.0000  main.py:287(on_stop)
      1    0.0000  main.py:156(_connect_managers_to_start_screen)
      2    0.0000  cache.py:41(register)
     19    0.0000  process.py:99(_check_closed)
      4    0.0000  buttons.py:247(_init_colors)
      1    0.0000  EpsImagePlugin.py:181(EpsImageFile)
      9    0.0000  {built-in method _struct.calcsize}
      1    0.0000  typing.py:345(_remove_dups_flatten)
      2    0.0000  calendar.py:161(monthrange)
      1    0.0000  start_screen_utils.py:44(set_screen_as_wallpaper)
      1    0.0000  misc.py:24(_update)
      1    0.0000  textinput.py:3785(_set_hint_text)
      1    0.0000  select_alarm_screen.py:16(SelectAlarmScreen)
     50    0.0000  enum.py:1287(name)
      1    0.0000  wm_pen.py:85(start)
      1    0.0000  ImageFile.py:398(Parser)
      1    0.0000  settings_screen.py:9(__init__)
      2    0.0000  <frozen importlib._bootstrap>:463(_lock_unlock_module)
      8    0.0000  enum.py:816(__iter__)
     30    0.0000  enum.py:1292(value)
      4    0.0000  window_sdl2.py:915(_check_keyboard_shown)
      4    0.0000  labels.py:25(set_text)
      1    0.0000  home_screen.py:256(<lambda>)
      1    0.0000  select_date_widgets.py:11(__init__)
      1    0.0000  fields.py:141(InputField)
      1    0.0000  PaletteFile.py:1(<module>)
      1    0.0000  home_screen.py:192(navigate_to_new_task_screen)
      2    0.0000  encoder.py:260(_make_iterencode)
     19    0.0000  _datetime.py:97(<lambda>)
      1    0.0000  PngImagePlugin.py:379(PngStream)
      1    0.0000  textinput.py:316(TextInputCutCopyPaste)
      1    0.0000  app.py:984(_stop)
      1    0.0000  __init__.py:1147(_reset_metrics_dpi)
      1    0.0000  containers.py:80(_update_bg)
      1    0.0000  select_date_widgets.py:51(__init__)
      1    0.0000  PngImagePlugin.py:750(PngImageFile)
      1    0.0000  JpegImagePlugin.py:335(JpegImageFile)
      1    0.0000  PsdImagePlugin.py:57(PsdImageFile)
     14    0.0000  {built-in method math.ceil}
     25    0.0000  {method 'bit_length' of 'int' objects}
     10    0.0000  {method 'encode' of 'str' objects}
      2    0.0000  __init__.py:2457(release_keyboard)
      1    0.0000  img_pil.py:45(can_save)
      1    0.0000  __init__.py:1113(<lambda>)
      1    0.0000  buttons.py:141(set_disabled)
      1    0.0000  base_screen.py:103(check_bottom_bar_state)
     19    0.0000  _datetime.py:95(<lambda>)
      1    0.0000  anchorlayout.py:1(<module>)
      1    0.0000  textinput.py:3052(_bind_keyboard)
      2    0.0000  {method 'sub' of 're.Pattern' objects}
      2    0.0000  typing.py:262(_collect_parameters)
      2    0.0000  calendar.py:648(setfirstweekday)
      2    0.0000  textinput.py:1658(_cancel_update_selection)
     10    0.0000  fields.py:124(text)
     19    0.0000  {built-in method _sre.unicode_iscased}
      2    0.0000  cp1252.py:22(decode)
     34    0.0000  __init__.py:1665(get_root_window)
      9    0.0000  mouse.py:252(test_activity)
     13    0.0000  __init__.py:863(_set_text)
      5    0.0000  fields.py:132(hint_text)
      1    0.0000  ImagePalette.py:30(ImagePalette)
     21    0.0000  {method 'end' of 're.Match' objects}
      1    0.0000  typing.py:1860(__init__)
     19    0.0000  _recattrs.py:23(__init__)
      1    0.0000  home_screen_utils.py:81(_invalidate_cache_for_date)
      1    0.0000  home_screen.py:22(HomeScreen)
      4    0.0000  scrollview.py:659(to_parent)
      1    0.0000  navigation_manager.py:69(exit_app)
      1    0.0000  textinput.py:2526(_draw_selection)
      3    0.0000  logger.py:470(_format_levelname)
      1    0.0000  bars.py:98(make_home_bar)
      4    0.0000  task_manager_utils.py:55(to_date_str)
      1    0.0000  audio_manager_utils.py:13(AudioManagerUtils)
      2    0.0000  fields.py:232(set_text)
      1    0.0000  DdsImagePlugin.py:31(DDSD)
      1    0.0000  TiffImagePlugin.py:1057(ImageFileDirectory_v1)
      1    0.0000  features.py:77(check_codec)
     19    0.0000  {built-in method fromisoformat}
     28    0.0000  widget.py:1117(to_parent)
      9    0.0000  image.py:40(match)
     19    0.0000  _recattrs.py:8(__init__)
      1    0.0000  start_screen_utils.py:18(reset_screenshot_button)
      1    0.0000  ImageFile.py:110(ImageFile)
      1    0.0000  MicImagePlugin.py:1(<module>)
      1    0.0000  TiffImagePlugin.py:1156(TiffImageFile)
      1    0.0000  WebPImagePlugin.py:37(WebPImageFile)
      2    0.0000  <frozen importlib._bootstrap>:1375(_gcd_import)
      5    0.0000  app.py:1190(_on_keyboard_settings)
      1    0.0000  new_task_screen.py:14(NewTaskScreen)
      1    0.0000  wave.py:217(Wave_read)
      1    0.0000  textinput.py:261(Selector)
      1    0.0000  kinetic.py:155(stop)
      1    0.0000  FpxImagePlugin.py:1(<module>)
     19    0.0000  {method 'weekday' of 'datetime.date' objects}
     17    0.0000  {built-in method builtins.hash}
      1    0.0000  navigation_manager.py:39(navigate_back_to)
      1    0.0000  base_screen.py:19(BaseScreen)
      1    0.0000  __init__.py:62(SoundLoader)
      1    0.0000  <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
      1    0.0000  <frozen importlib._bootstrap>:662(spec_from_loader)
      1    0.0000  {built-in method nt.urandom}
      1    0.0000  {built-in method _imp.create_builtin}
      2    0.0000  __init__.py:389(__getattr__)
      4    0.0000  __init__.py:234(_acquireLock)
      6    0.0000  base.py:227(add_postproc_module)
      1    0.0000  audio_ffpyplayer.py:1(<module>)
     10    0.0000  Image.py:3738(register_decoder)
      3    0.0000  provider.py:19(__init__)
      1    0.0000  start_screen_utils.py:12(set_screenshot_button)
      3    0.0000  textinput.py:599(handle_readonly)
      4    0.0000  navigation_manager.py:58(_check_is_home_screen)
      3    0.0000  {built-in method builtins.round}
      3    0.0000  logger.py:465(_format_message)
      1    0.0000  __init__.py:2333(request_keyboard)
      2    0.0000  encoder.py:105(__init__)
      6    0.0000  Image.py:3692(register_save_all)
      1    0.0000  _logger.py:2088(error)
      1    0.0000  start_screen_utils.py:51(<lambda>)
      1    0.0000  navigation_manager.py:8(NavigationManager)
      1    0.0000  uuid.py:280(__str__)
      6    0.0000  scrollview.py:266(_get_do_scroll)
      1    0.0000  base_screen.py:46(<lambda>)
     11    0.0000  task_manager.py:93(<lambda>)
      5    0.0000  textinput.py:3035(keyboard_on_key_up)
      1    0.0000  DdsImagePlugin.py:49(DDSCAPS2)
      1    0.0000  GifImagePlugin.py:54(LoadingStrategy)
      2    0.0000  {method 'sort' of 'list' objects}
      1    0.0000  containers.py:297(__init__)
      1    0.0000  device_manager.py:157(stop_profiler)
      1    0.0000  IcnsImagePlugin.py:150(IcnsFile)
      5    0.0000  Image.py:560(im)
      2    0.0000  Image.py:549(__init__)
      3    0.0000  factory.py:31(get)
      1    0.0000  _strptime.py:261(compile)
      8    0.0000  textinput.py:2005(_hide_cut_copy_paste)
      1    0.0000  Jpeg2KImagePlugin.py:246(Jpeg2KImageFile)
     19    0.0000  animation.py:402(on_complete)
      1    0.0000  audio_manager.py:11(AudioManager)
      1    0.0000  PdfParser.py:89(IndirectReference)
      2    0.0000  <frozen importlib._bootstrap>:1454(__import__)
      1    0.0000  main.py:257(_init_logger)
      4    0.0000  __init__.py:243(_releaseLock)
      1    0.0000  Image.py:2030(putdata)
     19    0.0000  _recattrs.py:37(__init__)
     19    0.0000  _recattrs.py:51(__init__)
      1    0.0000  home_screen.py:284(on_leave)
      2    0.0000  base_screen.py:177(<lambda>)
      1    0.0000  home_screen.py:257(<lambda>)
      3    0.0000  fields.py:346(_set_inactive_state)
      1    0.0000  fields.py:264(ButtonField)
      1    0.0000  select_date_screen.py:22(SelectDateScreen)
      1    0.0000  DdsImagePlugin.py:61(DDPF)
      1    0.0000  BlpImagePlugin.py:44(Format)
      1    0.0000  ImagePalette.py:42(__init__)
      1    0.0000  DdsImagePlugin.py:43(DDSCAPS)
      1    0.0000  PngImagePlugin.py:104(Disposal)
      3    0.0000  base.py:146(add_input_provider)
      9    0.0000  base.py:18(extension)
     17    0.0000  __init__.py:1984(on_mouse_move)
      1    0.0000  task_manager_utils.py:75(get_date_key)
      1    0.0000  start_screen_utils.py:57(<lambda>)
     17    0.0000  home_screen_utils.py:225(<lambda>)
      1    0.0000  base_screen.py:39(<lambda>)
     13    0.0000  gridlayout.py:500(<genexpr>)
     13    0.0000  gridlayout.py:357(<genexpr>)
      1    0.0000  ImagePalette.py:211(raw)
     10    0.0000  {built-in method builtins.chr}
      1    0.0000  typing.py:1533(copy_with)
      1    0.0000  typing.py:515(__getitem__)
      2    0.0000  app.py:1052(get_running_app)
      1    0.0000  __init__.py:146(release)
      4    0.0000  relativelayout.py:283(to_parent)
      1    0.0000  containers.py:115(on_swipe_left)
      1    0.0000  BlpImagePlugin.py:294(_BLPBaseDecoder)
      3    0.0000  textinput.py:859(reset_undo)
      1    0.0000  select_date_widgets.py:61(DateTimeLabel)
      1    0.0000  new_task_screen.py:141(on_datetime_selected)
      3    0.0000  main.py:118(get_screen)
      6    0.0000  typing.py:2866(_namedtuple_mro_entries)
      1    0.0000  typing.py:1537(__getitem__)
      1    0.0000  metrics.py:250(get_density)
      1    0.0000  FtexImagePlugin.py:65(Format)
      1    0.0000  SpiderImagePlugin.py:96(SpiderImageFile)
      2    0.0000  {method 'capitalize' of 'str' objects}
     12    0.0000  typing.py:2806(<genexpr>)
      1    0.0000  wave.py:414(Wave_write)
      8    0.0000  task_manager.py:101(<lambda>)
      1    0.0000  BlpImagePlugin.py:48(Encoding)
      1    0.0000  IcoImagePlugin.py:304(IcoImageFile)
      1    0.0000  MpoImagePlugin.py:95(MpoImageFile)
      1    0.0000  ImImagePlugin.py:118(ImImageFile)
     10    0.0000  typing.py:1264(<genexpr>)
      2    0.0000  configparser.py:794(getint)
      6    0.0000  clock.py:657(frames)
      2    0.0000  metrics.py:316(get_in)
      1    0.0000  __init__.py:902(_find_format_from_filename)
      1    0.0000  __init__.py:629(_free_kanimation)
      9    0.0000  __init__.py:1980(on_mouse_down)
      1    0.0000  misc.py:7(Spacer)
      1    0.0000  textinput.py:3090(on__hint_text)
      1    0.0000  CurImagePlugin.py:36(CurImageFile)
      1    0.0000  PngImagePlugin.py:156(ChunkStream)
      1    0.0000  PngImagePlugin.py:125(Blend)
      1    0.0000  PngImagePlugin.py:250(iTXt)
      2    0.0000  <frozen codecs>:186(__init__)
      2    0.0000  {method 'rsplit' of 'str' objects}
      3    0.0000  __init__.py:208(_checkLevel)
      1    0.0000  window_sdl2.py:540(_set_cursor_state)
      4    0.0000  __init__.py:823(_get_focus)
      3    0.0000  focus.py:141(_get_keyboard)
      1    0.0000  select_date_widgets.py:75(set_bold)
      1    0.0000  saved_alarm_screen.py:12(SavedAlarmScreen)
      1    0.0000  fields.py:109(set_text)
     13    0.0000  gridlayout.py:361(<genexpr>)
      5    0.0000  TiffImagePlugin.py:475(_register_loader)
      1    0.0000  PdfParser.py:308(PdfBinary)
      4    0.0000  typing.py:1560(<genexpr>)
      1    0.0000  app.py:971(stop)
     19    0.0000  animation.py:396(on_start)
      1    0.0000  ImageFile.py:722(PyDecoder)
      1    0.0000  BlpImagePlugin.py:54(AlphaEncoding)
      1    0.0000  IcnsImagePlugin.py:255(IcnsImageFile)
      1    0.0000  IcoImagePlugin.py:124(IconHeader)
      3    0.0000  {method 'index' of 'str' objects}
      1    0.0000  Image.py:3064(_check_size)
      9    0.0000  __init__.py:1988(on_mouse_up)
      1    0.0000  start_screen.py:273(<lambda>)
      1    0.0000  home_screen_utils.py:232(get_task_group)
      5    0.0000  home_widgets.py:55(<genexpr>)
      1    0.0000  textinput.py:1534(cancel_long_touch_event)
      1    0.0000  ImageFile.py:359(StubHandler)
      1    0.0000  {method 'isoformat' of 'datetime.date' objects}
      3    0.0000  __init__.py:811(__init__)
      3    0.0000  configparser.py:833(<lambda>)
      2    0.0000  calendar.py:201(setfirstweekday)
      1    0.0000  bars.py:105(BottomBar)
      1    0.0000  wave.py:106(_Chunk)
      1    0.0000  Jpeg2KImagePlugin.py:27(BoxReader)
      1    0.0000  <frozen importlib._bootstrap>:989(create_module)
      1    0.0000  functools.py:65(wraps)
      2    0.0000  functools.py:965(__init__)
      1    0.0000  metrics.py:159(dp)
      5    0.0000  __init__.py:2061(on_key_down)
      5    0.0000  __init__.py:2070(on_key_up)
      4    0.0000  calendar.py:198(getfirstweekday)
      1    0.0000  FliImagePlugin.py:43(FliImageFile)
      1    0.0000  PpmImagePlugin.py:163(PpmPlainDecoder)
      2    0.0000  <frozen codecs>:260(__init__)
      4    0.0000  <frozen os>:777(check_str)
      1    0.0000  _compiler.py:407(_generate_overlap_table)
      1    0.0000  typing.py:317(_deduplicate)
      1    0.0000  __init__.py:1776(getEffectiveLevel)
      1    0.0000  metrics.py:215(set_dpi)
      1    0.0000  buttons.py:145(set_symbol_font_size)
      1    0.0000  home_screen_utils.py:259(get_task_message_widget)
      1    0.0000  settings_screen.py:8(SettingsScreen)
      1    0.0000  GbrImagePlugin.py:40(GbrImageFile)
      3    0.0000  ImagePalette.py:56(palette)
      1    0.0000  gzip.py:78(_PaddedFile)
      1    0.0000  IcoImagePlugin.py:138(IcoFile)
      1    0.0000  IptcImagePlugin.py:70(IptcImageFile)
      1    0.0000  gzip.py:483(_GzipReader)
      1    0.0000  PdfParser.py:114(XrefTable)
      1    0.0000  PpmImagePlugin.py:57(PpmImageFile)
      1    0.0000  QoiImagePlugin.py:38(QoiDecoder)
      7    0.0000  <frozen importlib._bootstrap_external>:1408(exec_module)
      5    0.0000  {method 'isascii' of 'str' objects}
      9    0.0000  img_tex.py:15(extensions)
      5    0.0000  __init__.py:140(on_key_up)
      2    0.0000  task_manager.py:262(<genexpr>)
      1    0.0000  ImageFile.py:98(_Tile)
      1    0.0000  ImageFile.py:776(PyEncoder)
      1    0.0000  ImagePalette.py:88(getdata)
      1    0.0000  GimpPaletteFile.py:24(GimpPaletteFile)
      1    0.0000  DcxImagePlugin.py:40(DcxImageFile)
      1    0.0000  ImageFile.py:644(PyCodec)
      1    0.0000  MpegImagePlugin.py:25(BitStream)
      1    0.0000  ImageSequence.py:24(Iterator)
      1    0.0000  PcdImagePlugin.py:26(PcdImageFile)
      1    0.0000  XpmImagePlugin.py:35(XpmImageFile)
      2    0.0000  <frozen importlib._bootstrap>:1285(_sanity_check)
      1    0.0000  metrics.py:231(get_dpi_rounded)
      9    0.0000  img_dds.py:14(extensions)
      1    0.0000  __init__.py:1529(_update_childsize)
      7    0.0000  button.py:182(on_press)
      6    0.0000  button.py:185(on_release)
      5    0.0000  screenmanager.py:292(on_leave)
      4    0.0000  home_screen_utils.py:196(<genexpr>)
      1    0.0000  bars.py:12(TopBarClosed)
      1    0.0000  GimpGradientFile.py:67(GradientFile)
      1    0.0000  PaletteFile.py:22(PaletteFile)
      1    0.0000  DdsImagePlugin.py:331(DdsImageFile)
      1    0.0000  PngImagePlugin.py:277(PngInfo)
      1    0.0000  FitsImagePlugin.py:23(FitsImageFile)
      5    0.0000  TiffImagePlugin.py:487(_register_writer)
      1    0.0000  TgaImagePlugin.py:49(TgaImageFile)
      1    0.0000  WmfImagePlugin.py:80(WmfStubImageFile)
      1    0.0000  <frozen ntpath>:275(dirname)
      2    0.0000  <frozen abc>:7(abstractmethod)
      5    0.0000  {built-in method _sre.unicode_tolower}
      2    0.0000  {built-in method math.radians}
      6    0.0000  {built-in method builtins.vars}
      2    0.0000  metrics.py:332(get_dp)
      2    0.0000  metrics.py:358(get_pt)
      1    0.0000  __init__.py:1753(on_pre_resize)
      1    0.0000  atlas.py:190(__getitem__)
      5    0.0000  __init__.py:137(on_key_down)
      5    0.0000  __init__.py:143(on_textinput)
      1    0.0000  navigation_manager.py:16(__init__)
      1    0.0000  fields.py:361(SettingsField)
      1    0.0000  scatter.py:634(ScatterPlane)
      1    0.0000  BufrStubImagePlugin.py:38(BufrStubImageFile)
      1    0.0000  FtexImagePlugin.py:70(FtexImageFile)
      1    0.0000  GifImagePlugin.py:643(_Frame)
      1    0.0000  GribStubImagePlugin.py:38(GribStubImageFile)
      1    0.0000  Hdf5StubImagePlugin.py:38(HDF5StubImageFile)
      5    0.0000  TiffImagePlugin.py:488(decorator)
      1    0.0000  PdfParser.py:260(PdfDict)
      1    0.0000  QoiImagePlugin.py:20(QoiImageFile)
      1    0.0000  XbmImagePlugin.py:48(XbmImageFile)
      1    0.0000  XVThumbImagePlugin.py:44(XVThumbImageFile)
      2    0.0000  {method 'insert' of 'list' objects}
      2    0.0000  {method 'pixel_access' of 'ImagingCore' objects}
      1    0.0000  configparser.py:967(__len__)
      1    0.0000  clock.py:1100(triggered)
      5    0.0000  screenmanager.py:289(on_pre_leave)
      2    0.0000  metrics.py:370(get_cm)
      2    0.0000  metrics.py:382(get_mm)
      9    0.0000  img_sdl2.py:25(extensions)
      5    0.0000  __init__.py:2080(on_textinput)
      1    0.0000  device_manager.py:68(check_recording_permission)
      1    0.0000  bars.py:54(TopBarExpanded)
      1    0.0000  __init__.py:998(Stream)
      1    0.0000  select_date_screen.py:282(validate_hours)
      1    0.0000  ImageFile.py:368(StubImageFile)
      1    0.0000  gzip.py:124(_WriteBufferStream)
      1    0.0000  BlpImagePlugin.py:252(BlpImageFile)
      1    0.0000  BmpImagePlugin.py:397(DibImageFile)
      1    0.0000  PcxImagePlugin.py:49(PcxImageFile)
      1    0.0000  ImageOps.py:417(SupportsGetMesh)
      1    0.0000  ImtImagePlugin.py:32(ImtImageFile)
      1    0.0000  McIdasImagePlugin.py:33(McIdasImageFile)
      1    0.0000  MspImagePlugin.py:48(MspImageFile)
      1    0.0000  PixarImagePlugin.py:38(PixarImageFile)
      1    0.0000  SgiImagePlugin.py:52(SgiImageFile)
      1    0.0000  SunImagePlugin.py:32(SunImageFile)
      1    0.0000  WmfImagePlugin.py:46(WmfHandler)
      5    0.0000  <frozen importlib._bootstrap_external>:1276(__init__)
      1    0.0000  <frozen importlib._bootstrap>:997(exec_module)
      1    0.0000  {method 'count' of 'list' objects}
      2    0.0000  metrics.py:345(get_sp)
      1    0.0000  img_sdl2.py:31(can_save)
      1    0.0000  Image.py:567(im)
      2    0.0000  Image.py:583(mode)
      1    0.0000  Image.py:3751(register_encoder)
      4    0.0000  __init__.py:1604(to_window)
      1    0.0000  select_date_widgets.py:9(CalendarContainer)
      2    0.0000  new_task_screen.py:268(on_enter)
      1    0.0000  BlpImagePlugin.py:346(BLP1Decoder)
      1    0.0000  ImageFile.py:633(PyCodecState)
      1    0.0000  DdsImagePlugin.py:481(DdsRgbDecoder)
      1    0.0000  PngImagePlugin.py:373(_RewindState)
      1    0.0000  PngImagePlugin.py:1148(_Frame)
      1    0.0000  MpegImagePlugin.py:65(MpegImageFile)
      1    0.0000  MspImagePlugin.py:78(MspDecoder)
      1    0.0000  PdfParser.py:249(PdfArray)
      1    0.0000  WmfImagePlugin.py:33(register_handler)
      1    0.0000  PdfParser.py:84(IndirectReferenceTuple)
      2    0.0000  {method 'isdigit' of 'str' objects}
      2    0.0000  functools.py:970(__set_name__)
      1    0.0000  typing.py:1990(<genexpr>)
      1    0.0000  focus.py:461(_keyboard_released)
      1    0.0000  mouse.py:184(_get_disable_hover)
      1    0.0000  task_manager.py:275(on_task_saved_scroll_to_task)
      1    0.0000  select_date_widgets.py:22(CalendarHeadersContainer)
      1    0.0000  select_date_widgets.py:49(CalendarGrid)
      1    0.0000  bubble.py:120(BubbleException)
      1    0.0000  gridlayout.py:114(GridLayoutException)
      1    0.0000  select_date_screen.py:322(on_enter)
      1    0.0000  select_date_screen.py:287(validate_minutes)
      1    0.0000  BlpImagePlugin.py:244(BLPFormatError)
      1    0.0000  BlpImagePlugin.py:435(BLPEncoder)
      1    0.0000  BmpImagePlugin.py:321(BmpRleDecoder)
      1    0.0000  ImagePalette.py:52(palette)
      1    0.0000  GimpGradientFile.py:115(GimpGradientFile)
      1    0.0000  FitsImagePlugin.py:126(FitsGzipDecoder)
      1    0.0000  PngImagePlugin.py:1124(_idat)
      1    0.0000  PdfParser.py:72(PdfFormatError)
      1    0.0000  PdfParser.py:316(PdfStream)
      1    0.0000  PpmImagePlugin.py:300(PpmDecoder)
      1    0.0000  SgiImagePlugin.py:214(SGI16Decoder)
      2    0.0000  {built-in method builtins.callable}
      1    0.0000  {built-in method sys._getframemodulename}
      1    0.0000  __init__.py:789(width)
      2    0.0000  __init__.py:228(can_save)
      1    0.0000  __init__.py:1960(on_cursor_enter)
      1    0.0000  __init__.py:2234(on_textedit)
      1    0.0000  provider.py:24(start)
      1    0.0000  mouse.py:401(begin_hover_event)
      1    0.0000  popup.py:112(PopupException)
      1    0.0000  wave.py:82(Error)
      1    0.0000  <string>:1(<module>)
      1    0.0000  select_date_widgets.py:34(CalendarHeaderLabel)
      1    0.0000  bubble.py:124(BubbleButton)
      1    0.0000  gzip.py:120(BadGzipFile)
      1    0.0000  BlpImagePlugin.py:387(BLP2Decoder)
      1    0.0000  PngImagePlugin.py:1135(_fdat)
      1    0.0000  PdfParser.py:109(IndirectObjectDef)
      1    0.0000  <frozen importlib._bootstrap>:1014(is_package)
      1    0.0000  base.py:473(on_start)
      1    0.0000  __init__.py:795(height)
      1    0.0000  task_manager.py:279(on_tasks_changed_update_task_display)
      1    0.0000  home_screen_utils.py:16(__init__)
      1    0.0000  audio_manager_utils.py:17(__init__)
      1    0.0000  __init__.py:1369(disable)
